Time,FA,FB,FC,h,x,v
5.04,50.348,50,100.14,1.0029,0.50175,0.5
5.05,50.348,50,100.14,1.0029,0.50175,0.5
5.06,50.348,50,100.14,1.0029,0.50175,0.5
5.07,50.348,50,100.15,1.0029,0.50175,0.5
5.08,50.348,50,100.15,1.0029,0.50175,0.5
5.09,50.348,50,100.15,1.0029,0.50175,0.5
5.1,54.253,50,100.15,1.0029,0.50175,0.5
5.11,54.253,50,100.15,1.003,0.50179,0.5
5.12,54.253,50,100.15,1.0031,0.50183,0.5
5.13,54.253,50,100.16,1.0032,0.50187,0.5
5.14,54.253,50,100.16,1.0032,0.5019,0.5
5.15,54.253,50,100.17,1.0033,0.50194,0.5
5.16,54.253,50,100.17,1.0034,0.50198,0.5
5.17,54.253,50,100.17,1.0035,0.50202,0.5
5.18,54.253,50,100.18,1.0036,0.50206,0.5
5.19,54.253,50,100.18,1.0037,0.5021,0.5
5.2,54.765,50,100.19,1.0037,0.50213,0.5
5.21,54.765,50,100.19,1.0038,0.50218,0.5
5.22,54.765,50,100.2,1.0039,0.50222,0.5
5.23,54.765,50,100.2,1.004,0.50226,0.5
5.24,54.765,50,100.2,1.0041,0.50231,0.5
5.25,54.765,50,100.21,1.0042,0.50235,0.5
5.26,54.765,50,100.21,1.0043,0.50239,0.5
5.27,54.765,50,100.22,1.0044,0.50243,0.5
5.28,54.765,50,100.22,1.0045,0.50248,0.5
5.29,54.765,50,100.23,1.0046,0.50252,0.5
5.3,52.942,50,100.23,1.0046,0.50256,0.5
5.31,52.942,50,100.23,1.0047,0.50258,0.5
5.32,52.942,50,100.24,1.0048,0.50261,0.5
5.33,52.942,50,100.24,1.0048,0.50263,0.5
5.34,52.942,50,100.24,1.0049,0.50266,0.5
5.35,52.942,50,100.25,1.0049,0.50268,0.5
5.36,52.942,50,100.25,1.005,0.5027,0.5
5.37,52.942,50,100.25,1.005,0.50273,0.5
5.38,52.942,50,100.25,1.0051,0.50275,0.5
5.39,52.942,50,100.26,1.0051,0.50277,0.5
5.4,52.407,50,100.26,1.0052,0.5028,0.5
5.41,52.407,50,100.26,1.0052,0.50282,0.5
5.42,52.407,50,100.26,1.0053,0.50283,0.5
5.43,52.407,50,100.27,1.0053,0.50285,0.5
5.44,52.407,50,100.27,1.0054,0.50287,0.5
5.45,52.407,50,100.27,1.0054,0.50289,0.5
5.46,52.407,50,100.27,1.0054,0.50291,0.5
5.47,52.407,50,100.27,1.0055,0.50292,0.5
5.48,52.407,50,100.28,1.0055,0.50294,0.5
5.49,52.407,50,100.28,1.0056,0.50296,0.5
5.5,49.937,50,100.28,1.0056,0.50298,0.5
5.51,49.937,50,100.28,1.0056,0.50297,0.5
5.52,49.937,50,100.28,1.0056,0.50297,0.5
5.53,49.937,50,100.28,1.0056,0.50296,0.5
5.54,49.937,50,100.28,1.0056,0.50295,0.5
5.55,49.937,50,100.28,1.0056,0.50295,0.5
5.56,49.937,50,100.28,1.0056,0.50294,0.5
5.57,49.937,50,100.28,1.0056,0.50293,0.5
5.58,49.937,50,100.28,1.0056,0.50293,0.5
5.59,49.937,50,100.28,1.0056,0.50292,0.5
5.6,55.688,50,100.28,1.0055,0.50291,0.5
5.61,55.688,50,100.28,1.0057,0.50296,0.5
5.62,55.688,50,100.29,1.0058,0.50301,0.5
5.63,55.688,50,100.29,1.0059,0.50306,0.5
5.64,55.688,50,100.3,1.006,0.50311,0.5
5.65,55.688,50,100.3,1.0061,0.50316,0.5
5.66,55.688,50,100.31,1.0062,0.50321,0.5
5.67,55.688,50,100.31,1.0063,0.50326,0.5
5.68,55.688,50,100.32,1.0064,0.50331,0.5
5.69,55.688,50,100.33,1.0065,0.50336,0.5
5.7,57.077,50,100.33,1.0066,0.50341,0.5
5.71,57.077,50,100.34,1.0068,0.50348,0.5
5.72,57.077,50,100.34,1.0069,0.50354,0.5
5.73,57.077,50,100.35,1.007,0.5036,0.5
5.74,57.077,50,100.36,1.0072,0.50366,0.5
5.75,57.077,50,100.36,1.0073,0.50373,0.5
5.76,57.077,50,100.37,1.0074,0.50379,0.5
5.77,57.077,50,100.38,1.0076,0.50385,0.5
5.78,57.077,50,100.38,1.0077,0.50391,0.5
5.79,57.077,50,100.39,1.0078,0.50398,0.5
5.8,37.366,50,100.4,1.008,0.50404,0.5
5.81,37.366,50,100.38,1.0077,0.5039,0.5
5.82,37.366,50,100.37,1.0074,0.50377,0.5
5.83,37.366,50,100.36,1.0072,0.50364,0.5
5.84,37.366,50,100.35,1.0069,0.50351,0.5
5.85,37.366,50,100.33,1.0067,0.50338,0.5
5.86,37.366,50,100.32,1.0064,0.50325,0.5
5.87,37.366,50,100.31,1.0061,0.50311,0.5
5.88,37.366,50,100.29,1.0059,0.50298,0.5
5.89,37.366,50,100.28,1.0056,0.50285,0.5
5.9,46.078,50,100.27,1.0054,0.50272,0.5
5.91,46.078,50,100.26,1.0053,0.50268,0.5
5.92,46.078,50,100.26,1.0052,0.50263,0.5
5.93,46.078,50,100.26,1.0051,0.50259,0.5
5.94,46.078,50,100.25,1.005,0.50255,0.5
5.95,46.078,50,100.25,1.005,0.5025,0.5
5.96,46.078,50,100.24,1.0049,0.50246,0.5
5.97,46.078,50,100.24,1.0048,0.50241,0.5
5.98,46.078,50,100.23,1.0047,0.50237,0.5
5.99,46.078,50,100.23,1.0046,0.50233,0.5
6,56.591,50,100.23,1.0045,0.50228,0.5
6.01,56.591,50,100.23,1.0047,0.50234,0.5
6.02,56.591,50,100.24,1.0048,0.5024,0.5
6.03,56.591,50,100.25,1.0049,0.50247,0.5
6.04,56.591,50,100.25,1.005,0.50253,0.5
6.05,56.591,50,100.26,1.0052,0.50259,0.5
6.06,56.591,50,100.26,1.0053,0.50265,0.5
6.07,56.591,50,100.27,1.0054,0.50271,0.5
6.08,56.591,50,100.28,1.0056,0.50277,0.5
6.09,56.591,50,100.28,1.0057,0.50283,0.5
6.1,52.302,50,100.29,1.0058,0.50288,0.5
6.11,52.302,50,100.29,1.0058,0.5029,0.5
6.12,52.302,50,100.29,1.0059,0.50292,0.5
6.13,52.302,50,100.3,1.0059,0.50294,0.5
6.14,52.302,50,100.3,1.006,0.50295,0.5
6.15,52.302,50,100.3,1.006,0.50297,0.5
6.16,52.302,50,100.3,1.006,0.50299,0.5
6.17,52.302,50,100.3,1.0061,0.503,0.5
6.18,52.302,50,100.31,1.0061,0.50302,0.5
6.19,52.302,50,100.31,1.0062,0.50304,0.5
6.2,53.784,50,100.31,1.0062,0.50305,0.5
6.21,53.784,50,100.31,1.0063,0.50308,0.5
6.22,53.784,50,100.32,1.0063,0.50312,0.5
6.23,53.784,50,100.32,1.0064,0.50315,0.5
6.24,53.784,50,100.32,1.0065,0.50318,0.5
6.25,53.784,50,100.33,1.0066,0.50321,0.5
6.26,53.784,50,100.33,1.0066,0.50324,0.5
6.27,53.784,50,100.33,1.0067,0.50327,0.5
6.28,53.784,50,100.34,1.0068,0.5033,0.5
6.29,53.784,50,100.34,1.0068,0.50333,0.5
6.3,44.217,50,100.34,1.0069,0.50336,0.5
6.31,44.217,50,100.34,1.0068,0.5033,0.5
6.32,44.217,50,100.33,1.0067,0.50324,0.5
6.33,44.217,50,100.33,1.0065,0.50317,0.5
6.34,44.217,50,100.32,1.0064,0.50311,0.5
6.35,44.217,50,100.31,1.0063,0.50305,0.5
6.36,44.217,50,100.31,1.0062,0.50298,0.5
6.37,44.217,50,100.3,1.006,0.50292,0.5
6.38,44.217,50,100.3,1.0059,0.50286,0.5
6.39,44.217,50,100.29,1.0058,0.50279,0.5
6.4,55.988,50,100.28,1.0057,0.50273,0.5
6.41,55.988,50,100.29,1.0058,0.50278,0.5
6.42,55.988,50,100.29,1.0059,0.50284,0.5
6.43,55.988,50,100.3,1.006,0.50289,0.5
6.44,55.988,50,100.31,1.0061,0.50295,0.5
6.45,55.988,50,100.31,1.0062,0.503,0.5
6.46,55.988,50,100.32,1.0064,0.50305,0.5
6.47,55.988,50,100.32,1.0065,0.50311,0.5
6.48,55.988,50,100.33,1.0066,0.50316,0.5
6.49,55.988,50,100.33,1.0067,0.50321,0.5
6.5,53.664,50,100.34,1.0068,0.50326,0.5
6.51,53.664,50,100.34,1.0069,0.50329,0.5
6.52,53.664,50,100.35,1.0069,0.50332,0.5
6.53,53.664,50,100.35,1.007,0.50335,0.5
6.54,53.664,50,100.35,1.0071,0.50338,0.5
6.55,53.664,50,100.36,1.0071,0.50341,0.5
6.56,53.664,50,100.36,1.0072,0.50344,0.5
6.57,53.664,50,100.36,1.0073,0.50347,0.5
6.58,53.664,50,100.37,1.0073,0.5035,0.5
6.59,53.664,50,100.37,1.0074,0.50353,0.5
6.6,57.389,50,100.37,1.0075,0.50356,0.5
6.61,57.389,50,100.38,1.0076,0.50362,0.5
6.62,57.389,50,100.39,1.0078,0.50369,0.5
6.63,57.389,50,100.39,1.0079,0.50375,0.5
6.64,57.389,50,100.4,1.008,0.50382,0.5
6.65,57.389,50,100.41,1.0082,0.50388,0.5
6.66,57.389,50,100.41,1.0083,0.50395,0.5
6.67,57.389,50,100.42,1.0085,0.50401,0.5
6.68,57.389,50,100.43,1.0086,0.50408,0.5
6.69,57.389,50,100.44,1.0087,0.50414,0.5
6.7,46.565,50,100.44,1.0089,0.50421,0.5
6.71,46.565,50,100.44,1.0088,0.50417,0.5
6.72,46.565,50,100.43,1.0087,0.50412,0.5
6.73,46.565,50,100.43,1.0086,0.50408,0.5
6.74,46.565,50,100.43,1.0086,0.50404,0.5
6.75,46.565,50,100.42,1.0085,0.504,0.5
6.76,46.565,50,100.42,1.0084,0.50396,0.5
6.77,46.565,50,100.42,1.0083,0.50392,0.5
6.78,46.565,50,100.41,1.0083,0.50387,0.5
6.79,46.565,50,100.41,1.0082,0.50383,0.5
6.8,56.978,50,100.4,1.0081,0.50379,0.5
6.81,56.978,50,100.41,1.0082,0.50385,0.5
6.82,56.978,50,100.42,1.0084,0.50391,0.5
6.83,56.978,50,100.42,1.0085,0.50397,0.5
6.84,56.978,50,100.43,1.0086,0.50403,0.5
6.85,56.978,50,100.44,1.0088,0.5041,0.5
6.86,56.978,50,100.44,1.0089,0.50416,0.5
6.87,56.978,50,100.45,1.009,0.50422,0.5
6.88,56.978,50,100.46,1.0091,0.50428,0.5
6.89,56.978,50,100.46,1.0093,0.50434,0.5
6.9,41.3,50,100.47,1.0094,0.5044,0.5
6.91,41.3,50,100.46,1.0092,0.5043,0.5
6.92,41.3,50,100.45,1.009,0.50421,0.5
6.93,41.3,50,100.44,1.0089,0.50411,0.5
6.94,41.3,50,100.43,1.0087,0.50402,0.5
6.95,41.3,50,100.42,1.0085,0.50393,0.5
6.96,41.3,50,100.41,1.0083,0.50383,0.5
6.97,41.3,50,100.41,1.0081,0.50374,0.5
6.98,41.3,50,100.4,1.0079,0.50365,0.5
6.99,41.3,50,100.39,1.0078,0.50355,0.5
7,52.272,50,100.38,1.0076,0.50346,0.5
7.01,52.272,50,100.38,1.0076,0.50348,0.5
7.02,52.272,50,100.38,1.0077,0.50349,0.5
7.03,52.272,50,100.38,1.0077,0.50351,0.5
7.04,52.272,50,100.39,1.0077,0.50352,0.5
7.05,52.272,50,100.39,1.0078,0.50354,0.5
7.06,52.272,50,100.39,1.0078,0.50355,0.5
7.07,52.272,50,100.39,1.0078,0.50357,0.5
7.08,52.272,50,100.39,1.0079,0.50358,0.5
7.09,52.272,50,100.4,1.0079,0.5036,0.5
7.1,47.743,50,100.4,1.008,0.50362,0.5
7.11,47.743,50,100.39,1.0079,0.50359,0.5
7.12,47.743,50,100.39,1.0079,0.50356,0.5
7.13,47.743,50,100.39,1.0078,0.50353,0.5
7.14,47.743,50,100.39,1.0077,0.5035,0.5
7.15,47.743,50,100.38,1.0077,0.50347,0.5
7.16,47.743,50,100.38,1.0076,0.50344,0.5
7.17,47.743,50,100.38,1.0076,0.50341,0.5
7.18,47.743,50,100.38,1.0075,0.50338,0.5
7.19,47.743,50,100.37,1.0075,0.50335,0.5
7.2,46.849,50,100.37,1.0074,0.50332,0.5
7.21,46.849,50,100.37,1.0074,0.50329,0.5
7.22,46.849,50,100.36,1.0073,0.50325,0.5
7.23,46.849,50,100.36,1.0072,0.50321,0.5
7.24,46.849,50,100.36,1.0071,0.50317,0.5
7.25,46.849,50,100.35,1.0071,0.50314,0.5
7.26,46.849,50,100.35,1.007,0.5031,0.5
7.27,46.849,50,100.35,1.0069,0.50306,0.5
7.28,46.849,50,100.34,1.0069,0.50302,0.5
7.29,46.849,50,100.34,1.0068,0.50299,0.5
7.3,55.284,50,100.34,1.0067,0.50295,0.5
7.31,55.284,50,100.34,1.0068,0.503,0.5
7.32,55.284,50,100.35,1.0069,0.50304,0.5
7.33,55.284,50,100.35,1.007,0.50309,0.5
7.34,55.284,50,100.36,1.0071,0.50313,0.5
7.35,55.284,50,100.36,1.0072,0.50318,0.5
7.36,55.284,50,100.37,1.0073,0.50323,0.5
7.37,55.284,50,100.37,1.0074,0.50327,0.5
7.38,55.284,50,100.38,1.0075,0.50332,0.5
7.39,55.284,50,100.38,1.0076,0.50336,0.5
7.4,50.193,50,100.38,1.0077,0.50341,0.5
7.41,50.193,50,100.38,1.0077,0.5034,0.5
7.42,50.193,50,100.38,1.0077,0.5034,0.5
7.43,50.193,50,100.38,1.0077,0.50339,0.5
7.44,50.193,50,100.38,1.0077,0.50339,0.5
7.45,50.193,50,100.38,1.0077,0.50338,0.5
7.46,50.193,50,100.38,1.0077,0.50338,0.5
7.47,50.193,50,100.38,1.0077,0.50337,0.5
7.48,50.193,50,100.38,1.0077,0.50337,0.5
7.49,50.193,50,100.38,1.0077,0.50337,0.5
7.5,50.327,50,100.38,1.0077,0.50336,0.5
7.51,50.327,50,100.38,1.0077,0.50336,0.5
7.52,50.327,50,100.38,1.0077,0.50335,0.5
7.53,50.327,50,100.38,1.0077,0.50335,0.5
7.54,50.327,50,100.38,1.0077,0.50335,0.5
7.55,50.327,50,100.38,1.0077,0.50334,0.5
7.56,50.327,50,100.38,1.0077,0.50334,0.5
7.57,50.327,50,100.38,1.0077,0.50334,0.5
7.58,50.327,50,100.38,1.0077,0.50333,0.5
7.59,50.327,50,100.38,1.0077,0.50333,0.5
7.6,60.85,50,100.38,1.0077,0.50333,0.5
7.61,60.85,50,100.39,1.0079,0.50343,0.5
7.62,60.85,50,100.4,1.0081,0.50353,0.5
7.63,60.85,50,100.41,1.0083,0.50363,0.5
7.64,60.85,50,100.42,1.0085,0.50373,0.5
7.65,60.85,50,100.43,1.0087,0.50383,0.5
7.66,60.85,50,100.44,1.0089,0.50392,0.5
7.67,60.85,50,100.46,1.0091,0.50402,0.5
7.68,60.85,50,100.47,1.0093,0.50412,0.5
7.69,60.85,50,100.48,1.0095,0.50422,0.5
7.7,46.794,50,100.49,1.0097,0.50432,0.5
7.71,46.794,50,100.48,1.0097,0.50428,0.5
7.72,46.794,50,100.48,1.0096,0.50424,0.5
7.73,46.794,50,100.48,1.0095,0.5042,0.5
7.74,46.794,50,100.47,1.0095,0.50416,0.5
7.75,46.794,50,100.47,1.0094,0.50412,0.5
7.76,46.794,50,100.46,1.0093,0.50408,0.5
7.77,46.794,50,100.46,1.0092,0.50404,0.5
7.78,46.794,50,100.46,1.0092,0.504,0.5
7.79,46.794,50,100.45,1.0091,0.50396,0.5
7.8,48.54,50,100.45,1.009,0.50392,0.5
7.81,48.54,50,100.45,1.009,0.5039,0.5
7.82,48.54,50,100.45,1.0089,0.50388,0.5
7.83,48.54,50,100.44,1.0089,0.50386,0.5
7.84,48.54,50,100.44,1.0089,0.50383,0.5
7.85,48.54,50,100.44,1.0088,0.50381,0.5
7.86,48.54,50,100.44,1.0088,0.50379,0.5
7.87,48.54,50,100.44,1.0087,0.50377,0.5
7.88,48.54,50,100.43,1.0087,0.50375,0.5
7.89,48.54,50,100.43,1.0087,0.50372,0.5
7.9,48.128,50,100.43,1.0086,0.5037,0.5
7.91,48.128,50,100.43,1.0086,0.50368,0.5
7.92,48.128,50,100.43,1.0085,0.50365,0.5
7.93,48.128,50,100.42,1.0085,0.50363,0.5
7.94,48.128,50,100.42,1.0085,0.5036,0.5
7.95,48.128,50,100.42,1.0084,0.50357,0.5
7.96,48.128,50,100.42,1.0084,0.50355,0.5
7.97,48.128,50,100.41,1.0083,0.50352,0.5
7.98,48.128,50,100.41,1.0083,0.5035,0.5
7.99,48.128,50,100.41,1.0082,0.50347,0.5
8,44.794,50,100.41,1.0082,0.50345,0.5
8.01,44.794,50,100.4,1.0081,0.50339,0.5
8.02,44.794,50,100.4,1.008,0.50333,0.5
8.03,44.794,50,100.39,1.0078,0.50327,0.5
8.04,44.794,50,100.39,1.0077,0.50322,0.5
8.05,44.794,50,100.38,1.0076,0.50316,0.5
8.06,44.794,50,100.37,1.0075,0.5031,0.5
8.07,44.794,50,100.37,1.0074,0.50304,0.5
8.08,44.794,50,100.36,1.0073,0.50298,0.5
8.09,44.794,50,100.36,1.0072,0.50293,0.5
8.1,45.705,50,100.35,1.0071,0.50287,0.5
8.11,45.705,50,100.35,1.007,0.50282,0.5
8.12,45.705,50,100.34,1.0069,0.50277,0.5
8.13,45.705,50,100.34,1.0068,0.50273,0.5
8.14,45.705,50,100.33,1.0067,0.50268,0.5
8.15,45.705,50,100.33,1.0066,0.50263,0.5
8.16,45.705,50,100.32,1.0065,0.50258,0.5
8.17,45.705,50,100.32,1.0064,0.50254,0.5
8.18,45.705,50,100.32,1.0063,0.50249,0.5
8.19,45.705,50,100.31,1.0062,0.50244,0.5
8.2,52.81,50,100.31,1.0061,0.50239,0.5
8.21,52.81,50,100.31,1.0062,0.50242,0.5
8.22,52.81,50,100.31,1.0062,0.50244,0.5
8.23,52.81,50,100.31,1.0063,0.50246,0.5
8.24,52.81,50,100.32,1.0063,0.50248,0.5
8.25,52.81,50,100.32,1.0064,0.50251,0.5
8.26,52.81,50,100.32,1.0064,0.50253,0.5
8.27,52.81,50,100.32,1.0065,0.50255,0.5
8.28,52.81,50,100.33,1.0065,0.50258,0.5
8.29,52.81,50,100.33,1.0066,0.5026,0.5
8.3,54.748,50,100.33,1.0066,0.50262,0.5
8.31,54.748,50,100.34,1.0067,0.50266,0.5
8.32,54.748,50,100.34,1.0068,0.5027,0.5
8.33,54.748,50,100.34,1.0069,0.50275,0.5
8.34,54.748,50,100.35,1.007,0.50279,0.5
8.35,54.748,50,100.35,1.0071,0.50283,0.5
8.36,54.748,50,100.36,1.0072,0.50287,0.5
8.37,54.748,50,100.36,1.0072,0.50291,0.5
8.38,54.748,50,100.37,1.0073,0.50295,0.5
8.39,54.748,50,100.37,1.0074,0.50299,0.5
8.4,42.904,50,100.37,1.0075,0.50303,0.5
8.41,42.904,50,100.37,1.0074,0.50296,0.5
8.42,42.904,50,100.36,1.0072,0.50288,0.5
8.43,42.904,50,100.35,1.0071,0.50281,0.5
8.44,42.904,50,100.35,1.0069,0.50273,0.5
8.45,42.904,50,100.34,1.0068,0.50266,0.5
8.46,42.904,50,100.33,1.0066,0.50258,0.5
8.47,42.904,50,100.32,1.0065,0.5025,0.5
8.48,42.904,50,100.32,1.0063,0.50243,0.5
8.49,42.904,50,100.31,1.0062,0.50235,0.5
8.5,49.352,50,100.3,1.006,0.50228,0.5
8.51,49.352,50,100.3,1.006,0.50227,0.5
8.52,49.352,50,100.3,1.006,0.50226,0.5
8.53,49.352,50,100.3,1.006,0.50225,0.5
8.54,49.352,50,100.3,1.0059,0.50224,0.5
8.55,49.352,50,100.3,1.0059,0.50223,0.5
8.56,49.352,50,100.3,1.0059,0.50221,0.5
8.57,49.352,50,100.29,1.0059,0.5022,0.5
8.58,49.352,50,100.29,1.0059,0.50219,0.5
8.59,49.352,50,100.29,1.0059,0.50218,0.5
8.6,59.739,50,100.29,1.0058,0.50217,0.5
8.61,59.739,50,100.3,1.006,0.50226,0.5
8.62,59.739,50,100.31,1.0062,0.50236,0.5
8.63,59.739,50,100.32,1.0064,0.50245,0.5
8.64,59.739,50,100.33,1.0066,0.50254,0.5
8.65,59.739,50,100.34,1.0068,0.50263,0.5
8.66,59.739,50,100.35,1.007,0.50272,0.5
8.67,59.739,50,100.36,1.0072,0.50281,0.5
8.68,59.739,50,100.37,1.0073,0.5029,0.5
8.69,59.739,50,100.38,1.0075,0.50299,0.5
8.7,50.825,50,100.39,1.0077,0.50308,0.5
8.71,50.825,50,100.39,1.0077,0.50308,0.5
8.72,50.825,50,100.39,1.0077,0.50309,0.5
8.73,50.825,50,100.39,1.0077,0.50309,0.5
8.74,50.825,50,100.39,1.0078,0.50309,0.5
8.75,50.825,50,100.39,1.0078,0.50309,0.5
8.76,50.825,50,100.39,1.0078,0.50309,0.5
8.77,50.825,50,100.39,1.0078,0.5031,0.5
8.78,50.825,50,100.39,1.0078,0.5031,0.5
8.79,50.825,50,100.39,1.0078,0.5031,0.5
8.8,55.052,50,100.39,1.0078,0.5031,0.5
8.81,55.052,50,100.39,1.0079,0.50315,0.5
8.82,55.052,50,100.4,1.008,0.50319,0.5
8.83,55.052,50,100.4,1.0081,0.50323,0.5
8.84,55.052,50,100.41,1.0082,0.50328,0.5
8.85,55.052,50,100.41,1.0083,0.50332,0.5
8.86,55.052,50,100.42,1.0084,0.50336,0.5
8.87,55.052,50,100.42,1.0085,0.50341,0.5
8.88,55.052,50,100.43,1.0085,0.50345,0.5
8.89,55.052,50,100.43,1.0086,0.50349,0.5
8.9,47.23,50,100.44,1.0087,0.50353,0.5
8.91,47.23,50,100.43,1.0087,0.5035,0.5
8.92,47.23,50,100.43,1.0086,0.50347,0.5
8.93,47.23,50,100.43,1.0085,0.50343,0.5
8.94,47.23,50,100.42,1.0085,0.5034,0.5
8.95,47.23,50,100.42,1.0084,0.50336,0.5
8.96,47.23,50,100.42,1.0083,0.50333,0.5
8.97,47.23,50,100.41,1.0083,0.5033,0.5
8.98,47.23,50,100.41,1.0082,0.50326,0.5
8.99,47.23,50,100.41,1.0082,0.50323,0.5
9,44.901,50,100.4,1.0081,0.50319,0.5
9.01,44.901,50,100.4,1.008,0.50314,0.5
9.02,44.901,50,100.39,1.0079,0.50308,0.5
9.03,44.901,50,100.39,1.0078,0.50302,0.5
9.04,44.901,50,100.38,1.0077,0.50297,0.5
9.05,44.901,50,100.38,1.0075,0.50291,0.5
9.06,44.901,50,100.37,1.0074,0.50286,0.5
9.07,44.901,50,100.37,1.0073,0.5028,0.5
9.08,44.901,50,100.36,1.0072,0.50274,0.5
9.09,44.901,50,100.35,1.0071,0.50269,0.5
9.1,56.696,50,100.35,1.007,0.50263,0.5
9.11,56.696,50,100.36,1.0071,0.50269,0.5
9.12,56.696,50,100.36,1.0073,0.50275,0.5
9.13,56.696,50,100.37,1.0074,0.50282,0.5
9.14,56.696,50,100.37,1.0075,0.50288,0.5
9.15,56.696,50,100.38,1.0076,0.50294,0.5
9.16,56.696,50,100.39,1.0078,0.503,0.5
9.17,56.696,50,100.39,1.0079,0.50306,0.5
9.18,56.696,50,100.4,1.008,0.50312,0.5
9.19,56.696,50,100.41,1.0081,0.50318,0.5
9.2,52.822,50,100.41,1.0083,0.50324,0.5
9.21,52.822,50,100.41,1.0083,0.50326,0.5
9.22,52.822,50,100.42,1.0084,0.50328,0.5
9.23,52.822,50,100.42,1.0084,0.5033,0.5
9.24,52.822,50,100.42,1.0085,0.50332,0.5
9.25,52.822,50,100.42,1.0085,0.50334,0.5
9.26,52.822,50,100.43,1.0085,0.50336,0.5
9.27,52.822,50,100.43,1.0086,0.50338,0.5
9.28,52.822,50,100.43,1.0086,0.50341,0.5
9.29,52.822,50,100.43,1.0087,0.50343,0.5
9.3,44.576,50,100.44,1.0087,0.50345,0.5
9.31,44.576,50,100.43,1.0086,0.50339,0.5
9.32,44.576,50,100.42,1.0085,0.50333,0.5
9.33,44.576,50,100.42,1.0084,0.50327,0.5
9.34,44.576,50,100.41,1.0083,0.50321,0.5
9.35,44.576,50,100.41,1.0082,0.50315,0.5
9.36,44.576,50,100.4,1.008,0.50309,0.5
9.37,44.576,50,100.4,1.0079,0.50303,0.5
9.38,44.576,50,100.39,1.0078,0.50297,0.5
9.39,44.576,50,100.38,1.0077,0.50291,0.5
9.4,48.467,50,100.38,1.0076,0.50285,0.5
9.41,48.467,50,100.38,1.0075,0.50283,0.5
9.42,48.467,50,100.37,1.0075,0.50281,0.5
9.43,48.467,50,100.37,1.0075,0.50279,0.5
9.44,48.467,50,100.37,1.0074,0.50277,0.5
9.45,48.467,50,100.37,1.0074,0.50275,0.5
9.46,48.467,50,100.37,1.0073,0.50273,0.5
9.47,48.467,50,100.36,1.0073,0.50271,0.5
9.48,48.467,50,100.36,1.0073,0.50268,0.5
9.49,48.467,50,100.36,1.0072,0.50266,0.5
9.5,53.869,50,100.36,1.0072,0.50264,0.5
9.51,53.869,50,100.36,1.0073,0.50268,0.5
9.52,53.869,50,100.37,1.0073,0.50271,0.5
9.53,53.869,50,100.37,1.0074,0.50274,0.5
9.54,53.869,50,100.37,1.0075,0.50278,0.5
9.55,53.869,50,100.38,1.0075,0.50281,0.5
9.56,53.869,50,100.38,1.0076,0.50284,0.5
9.57,53.869,50,100.38,1.0077,0.50287,0.5
9.58,53.869,50,100.39,1.0078,0.50291,0.5
9.59,53.869,50,100.39,1.0078,0.50294,0.5
9.6,44.616,50,100.39,1.0079,0.50297,0.5
9.61,44.616,50,100.39,1.0078,0.50291,0.5
9.62,44.616,50,100.38,1.0077,0.50285,0.5
9.63,44.616,50,100.38,1.0075,0.50279,0.5
9.64,44.616,50,100.37,1.0074,0.50274,0.5
9.65,44.616,50,100.37,1.0073,0.50268,0.5
9.66,44.616,50,100.36,1.0072,0.50262,0.5
9.67,44.616,50,100.35,1.0071,0.50256,0.5
9.68,44.616,50,100.35,1.007,0.5025,0.5
9.69,44.616,50,100.34,1.0069,0.50244,0.5
9.7,42.333,50,100.34,1.0067,0.50239,0.5
9.71,42.333,50,100.33,1.0066,0.5023,0.5
9.72,42.333,50,100.32,1.0064,0.50222,0.5
9.73,42.333,50,100.31,1.0063,0.50214,0.5
9.74,42.333,50,100.3,1.0061,0.50206,0.5
9.75,42.333,50,100.3,1.0059,0.50198,0.5
9.76,42.333,50,100.29,1.0058,0.5019,0.5
9.77,42.333,50,100.28,1.0056,0.50182,0.5
9.78,42.333,50,100.27,1.0055,0.50174,0.5
9.79,42.333,50,100.26,1.0053,0.50167,0.5
9.8,51.675,50,100.26,1.0051,0.50159,0.5
9.81,51.675,50,100.26,1.0052,0.5016,0.5
9.82,51.675,50,100.26,1.0052,0.50161,0.5
9.83,51.675,50,100.26,1.0052,0.50163,0.5
9.84,51.675,50,100.26,1.0053,0.50164,0.5
9.85,51.675,50,100.26,1.0053,0.50165,0.5
9.86,51.675,50,100.27,1.0053,0.50167,0.5
9.87,51.675,50,100.27,1.0053,0.50168,0.5
9.88,51.675,50,100.27,1.0054,0.50169,0.5
9.89,51.675,50,100.27,1.0054,0.50171,0.5
9.9,50.633,50,100.27,1.0054,0.50172,0.5
9.91,50.633,50,100.27,1.0054,0.50172,0.5
9.92,50.633,50,100.27,1.0054,0.50172,0.5
9.93,50.633,50,100.27,1.0055,0.50173,0.5
9.94,50.633,50,100.27,1.0055,0.50173,0.5
9.95,50.633,50,100.27,1.0055,0.50173,0.5
9.96,50.633,50,100.27,1.0055,0.50174,0.5
9.97,50.633,50,100.27,1.0055,0.50174,0.5
9.98,50.633,50,100.27,1.0055,0.50174,0.5
9.99,50.633,50,100.27,1.0055,0.50174,0.5
10,58.505,50,100.27,1.0055,0.50175,0.5
10.01,58.505,50,100.28,1.0057,0.50183,0.5
10.02,58.505,50,100.29,1.0058,0.50191,0.5
10.03,58.505,50,100.3,1.006,0.50199,0.5
10.04,58.505,50,100.31,1.0062,0.50207,0.5
